,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalFinishedBsmtSF,TotalFinishedBsmtSF_BsmtQual_Interaction,TotalFullBaths,TotalHalfBaths,HouseAge,YearsSinceRemodel,TotalPorchArea
813,20,3,75.0,9750,1,0,3,3,1,2,2,NAmes,6,6,2,243.0,3,3,3,3,0.0,2.0,0,834,1442,6,4,1,5,1442,0,0,1442,4,1,3,7,5.0,0,0,5.0,1958.0,2.0,1,301,3,3,2,0,0,0,1,1,4,2007,3.0,5,157900,608,1824,1,1,49,49,275
814,50,3,45.0,8248,1,1,3,3,1,2,2,Edwards,5,7,2,0.0,3,3,3,3,0.0,0.0,0,686,686,5,4,1,5,686,564,0,1250,3,1,2,7,5.0,0,0,4.0,1955.0,1.0,1,280,3,3,1,0,0,0,0,0,7,2006,5.0,5,116000,0,0,1,2,88,56,303
815,20,3,48.0,12137,1,0,1,3,1,4,2,CollgCr,7,5,2,442.0,3,3,4,3,0.0,0.0,0,1649,1649,6,5,1,5,1661,0,0,1661,3,1,4,6,5.0,0,0,5.0,1998.0,2.0,2,598,3,3,2,0,0,0,0,0,5,2010,5.0,5,224900,0,0,2,0,12,12,34
816,20,3,73.0,11425,1,0,2,3,1,3,2,NAmes,5,6,2,0.0,3,3,3,3,0.0,3.0,0,522,1008,6,4,1,5,1008,0,0,1008,2,1,3,4,5.0,1,4,5.0,1954.0,2.0,1,275,3,3,2,0,0,0,0,0,7,2006,5.0,5,137000,486,1458,1,0,52,52,120
817,20,3,73.0,13265,1,0,2,3,1,4,2,Mitchel,8,5,2,148.0,4,3,4,3,0.0,5.0,0,350,1568,6,5,1,5,1689,0,0,1689,3,1,4,7,5.0,2,4,5.0,2002.0,2.0,3,857,3,3,2,0,0,0,0,0,7,2008,5.0,5,271000,1218,4872,3,0,6,6,209
818,80,3,80.0,8816,1,0,3,3,1,2,2,ClearCr,6,7,2,80.0,3,3,3,3,2.0,5.0,0,506,1010,6,4,1,5,1052,0,0,1052,3,1,3,6,5.0,0,0,5.0,1971.0,1.0,2,440,3,3,2,0,0,3,0,0,6,2010,5.0,5,155000,504,1512,2,0,39,39,0
819,120,3,44.0,6371,1,0,2,3,1,2,2,NridgHt,7,5,3,128.0,4,3,4,3,1.0,5.0,0,625,1358,6,5,1,5,1358,0,0,1358,2,1,4,6,5.0,1,4,5.0,2010.0,2.0,2,484,3,3,2,0,0,0,0,0,6,2010,4.0,0,224000,733,2932,3,0,1,0,227
820,60,3,72.0,7226,1,0,2,3,1,4,2,CollgCr,7,5,2,0.0,4,3,4,3,0.0,0.0,0,798,798,6,5,1,5,798,842,0,1640,3,1,4,6,5.0,0,0,5.0,2003.0,2.0,2,595,3,3,2,0,0,0,0,0,6,2008,5.0,5,183000,0,0,2,1,5,5,45
821,20,2,60.0,6000,1,2,3,1,1,2,1,OldTown,4,4,2,0.0,2,3,2,3,0.0,0.0,0,936,936,6,3,0,5,936,0,0,936,2,1,3,4,3.0,0,0,4.0,1974.0,1.0,2,576,3,3,2,0,0,0,0,0,2,2009,5.0,5,93000,0,0,1,0,56,56,144
822,60,3,65.0,12394,1,0,2,3,1,3,2,Gilbert,7,5,2,0.0,4,3,4,3,3.0,0.0,0,847,847,6,5,1,5,847,886,0,1733,3,1,4,7,5.0,1,4,3.0,2003.0,3.0,2,433,3,3,2,0,0,0,0,0,10,2007,5.0,1,225000,0,0,2,1,4,4,148
823,50,3,60.0,9900,1,0,3,3,1,2,2,SWISU,6,7,2,0.0,3,3,3,3,0.0,0.0,0,778,778,6,3,1,5,944,545,0,1489,3,1,3,7,5.0,1,4,4.0,1940.0,1.0,1,240,3,3,2,0,0,2,0,0,7,2009,5.0,5,139500,0,0,2,0,69,59,335
824,20,4,81.0,11216,1,0,3,3,1,2,2,Somerst,8,5,2,0.0,4,3,4,4,0.0,0.0,0,1489,1489,6,5,1,5,1489,0,0,1489,3,1,4,7,5.0,1,4,5.0,2006.0,2.0,2,776,3,3,2,0,0,0,0,0,6,2006,4.0,0,232600,0,0,2,0,0,0,140
825,20,3,114.0,14803,1,0,3,3,1,2,2,NridgHt,10,5,2,816.0,5,3,5,3,2.0,5.0,0,442,2078,6,5,1,5,2084,0,0,2084,2,1,5,7,5.0,1,4,5.0,2007.0,3.0,3,1220,3,3,2,0,0,0,0,0,6,2008,4.0,0,385000,1636,8180,3,0,1,0,233
826,45,2,50.0,6130,1,0,3,3,1,2,2,BrkSide,5,6,2,0.0,3,3,3,3,0.0,4.0,0,0,784,6,4,1,5,784,0,0,784,2,1,4,5,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,5,2008,5.0,5,109500,784,2352,2,0,84,58,116
827,20,3,65.0,8529,1,0,2,3,1,2,2,SawyerW,7,5,2,0.0,4,3,4,3,0.0,5.0,0,1434,1454,6,5,1,5,1434,0,0,1434,3,1,4,6,5.0,1,3,5.0,2001.0,2.0,2,527,3,3,2,0,0,0,0,0,4,2009,5.0,5,189000,20,80,2,0,8,8,329
828,60,3,80.0,28698,1,0,1,0,1,4,0,ClearCr,5,5,2,0.0,3,3,3,4,3.0,1.0,4,0,1013,6,3,1,5,1160,966,0,2126,3,1,3,7,3.0,0,0,5.0,1967.0,3.0,2,538,3,3,2,0,0,0,0,0,6,2009,5.0,4,185000,1013,3039,2,2,42,42,711
829,160,4,24.0,2544,1,2,3,3,1,2,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,0.0,0,600,600,6,5,1,5,520,623,80,1223,2,1,4,4,5.0,0,0,4.0,2005.0,2.0,2,480,3,3,2,0,0,0,0,0,7,2006,5.0,5,147400,0,0,2,1,1,1,166
830,20,3,80.0,11900,1,0,2,3,1,3,2,NAmes,6,5,2,387.0,3,3,3,3,0.0,2.0,0,352,1392,6,3,1,4,1392,0,0,1392,3,1,3,6,5.0,2,4,5.0,1957.0,2.0,2,458,3,3,2,0,0,0,0,0,6,2008,5.0,5,166000,1040,3120,2,1,51,51,192
831,160,4,30.0,3180,1,2,3,3,1,2,2,Somerst,7,5,2,0.0,3,3,4,3,0.0,0.0,0,600,600,6,5,1,5,520,600,80,1200,2,1,4,4,5.0,0,0,4.0,2005.0,2.0,2,480,3,3,2,0,0,0,0,0,6,2006,5.0,5,151000,0,0,2,1,1,1,166
832,60,3,44.0,9548,1,0,2,3,1,4,2,CollgCr,7,6,2,223.0,4,3,4,3,0.0,5.0,0,458,941,6,5,1,5,941,888,0,1829,3,1,4,7,5.0,1,3,5.0,2003.0,2.0,2,613,3,3,2,0,0,0,0,0,1,2010,5.0,5,237000,483,1932,3,1,7,7,231
833,20,3,100.0,10004,1,0,3,3,1,2,2,NAmes,6,6,2,180.0,3,3,3,3,0.0,2.0,3,975,1516,6,3,1,5,1516,0,0,1516,3,1,3,6,5.0,0,0,5.0,1964.0,2.0,2,472,3,3,2,0,0,0,0,0,2,2009,5.0,5,167000,541,1623,1,1,45,45,152
834,20,3,75.0,7875,1,0,3,3,1,2,2,NAmes,5,6,2,136.0,3,3,3,3,0.0,2.0,0,572,1144,6,4,1,5,1144,0,0,1144,3,1,3,6,5.0,0,0,5.0,1961.0,1.0,2,456,3,3,2,0,0,2,0,0,9,2008,5.0,5,139950,572,1716,2,0,47,47,0
835,20,3,60.0,9600,1,0,3,3,1,2,2,Sawyer,4,7,2,0.0,3,3,4,3,0.0,3.0,0,625,1067,6,3,1,5,1067,0,0,1067,2,1,4,4,3.0,0,0,5.0,1996.0,1.0,2,436,3,3,2,0,0,0,0,0,2,2010,5.0,5,128000,442,1768,2,0,60,15,290
836,30,2,90.0,8100,1,2,3,3,1,2,2,OldTown,5,6,2,0.0,3,3,3,3,0.0,2.0,0,1221,1559,6,4,1,5,1559,0,0,1559,2,1,3,5,3.0,0,0,4.0,1948.0,1.0,2,812,3,3,2,0,0,2,0,0,6,2007,3.0,5,153500,338,1014,2,0,59,34,346
837,160,2,21.0,1680,1,0,3,3,1,2,2,BrDale,6,5,2,158.0,3,3,3,3,0.0,3.0,0,153,483,6,3,1,5,483,504,0,987,2,1,3,5,5.0,0,0,4.0,1973.0,1.0,1,264,3,3,2,0,0,0,0,0,11,2008,5.0,5,100000,330,990,2,1,35,35,0
838,20,3,75.0,9525,1,0,3,3,1,2,2,CollgCr,5,6,2,0.0,3,3,4,3,0.0,0.0,0,1099,1099,6,5,1,5,1099,0,0,1099,3,1,4,6,5.0,0,0,5.0,1999.0,1.0,1,352,3,3,2,0,0,0,0,0,6,2008,5.0,5,144000,0,0,1,1,13,2,278
839,50,3,70.0,11767,1,0,3,3,1,2,2,Edwards,5,6,2,0.0,3,3,3,3,0.0,3.0,0,416,768,6,5,1,5,768,432,0,1200,3,1,3,6,5.0,0,0,4.0,1946.0,1.0,1,240,3,3,2,0,0,0,0,0,5,2008,5.0,5,130500,352,1056,1,0,62,13,0
840,70,1,60.0,12155,1,0,2,3,1,2,2,SWISU,6,8,2,0.0,3,3,3,3,0.0,3.0,0,516,672,6,3,0,5,810,672,0,1482,4,1,2,7,5.0,0,0,4.0,1934.0,1.0,1,400,3,3,1,0,0,0,0,0,3,2008,5.0,5,140000,156,468,2,0,83,58,254
841,70,2,60.0,10440,1,1,3,3,1,2,2,OldTown,5,8,2,0.0,3,3,3,3,0.0,0.0,0,650,650,6,4,1,5,958,581,0,1539,3,1,4,8,5.0,1,1,4.0,1983.0,1.0,2,686,4,3,1,0,0,0,0,0,6,2008,5.0,5,157500,0,0,2,0,104,6,216
842,80,3,82.0,9020,1,0,3,3,1,2,2,NAmes,6,7,2,183.0,3,3,3,3,3.0,2.0,4,276,1127,6,3,1,5,1165,0,0,1165,3,1,3,6,5.0,0,0,5.0,1966.0,2.0,2,490,4,4,2,0,0,4,0,0,5,2008,5.0,5,174900,851,2553,2,1,42,42,129
843,90,3,80.0,8000,1,0,3,3,1,3,2,NAmes,5,4,2,0.0,3,3,3,3,0.0,0.0,0,1800,1800,6,5,0,5,1800,0,0,1800,6,2,3,10,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,7,2007,5.0,5,141000,0,0,2,0,46,46,0
844,50,2,100.0,12665,1,1,2,3,1,2,2,OldTown,5,8,2,0.0,3,3,3,3,1.0,0.0,0,876,876,6,4,1,5,876,540,0,1416,4,1,3,7,5.0,1,4,4.0,1949.0,1.0,3,720,3,3,2,0,0,0,0,0,6,2008,5.0,5,153900,0,0,1,1,93,58,612
845,85,3,71.0,16647,1,0,2,3,1,4,2,Sawyer,5,5,2,0.0,3,3,4,3,3.0,4.0,0,0,1390,6,3,1,5,1701,0,0,1701,3,1,3,6,3.0,2,3,0.0,1975.0,3.0,2,611,3,3,2,0,0,0,0,0,1,2007,5.0,5,171000,1390,5560,3,0,32,26,0
846,60,3,75.0,9317,1,0,3,3,1,2,2,SawyerW,7,5,2,137.0,4,3,4,3,0.0,4.0,0,227,740,6,5,1,5,1006,769,0,1775,3,1,4,7,5.0,1,3,5.0,1993.0,1.0,2,425,3,3,2,0,0,0,0,0,7,2009,5.0,5,213000,513,2052,3,1,16,16,498
847,20,3,36.0,15523,1,0,2,3,1,4,2,CollgCr,5,6,2,0.0,3,3,3,3,2.0,3.0,0,404,864,6,5,1,5,864,0,0,864,3,1,3,5,5.0,1,2,5.0,1972.0,1.0,1,338,3,3,2,0,0,0,0,0,8,2009,5.0,5,133500,460,1380,2,0,37,37,0
848,50,3,75.0,45600,1,0,1,1,1,2,2,ClearCr,6,8,2,0.0,3,3,3,3,0.0,0.0,0,907,907,6,3,1,5,1307,1051,0,2358,5,1,3,10,5.0,1,4,4.0,1908.0,1.0,2,360,2,3,2,0,0,0,0,0,9,2008,5.0,5,240000,0,0,3,0,100,11,701
849,80,3,80.0,9600,1,0,3,3,1,1,2,Veenker,6,7,2,360.0,4,4,3,3,0.0,0.0,0,528,528,6,5,1,5,1094,761,0,1855,3,1,3,7,5.0,1,3,5.0,1976.0,2.0,2,512,3,3,2,0,0,0,0,0,8,2007,5.0,5,187000,0,0,2,1,31,13,213
850,120,2,36.0,4435,1,0,3,3,1,2,2,CollgCr,6,5,2,170.0,4,3,4,3,2.0,5.0,0,189,848,6,5,1,5,848,0,0,848,1,1,4,3,5.0,0,0,5.0,2003.0,3.0,2,420,3,3,2,0,0,0,0,0,11,2007,5.0,5,131500,659,2636,2,0,4,4,140
851,120,3,43.0,3196,1,0,3,3,1,2,2,Blmngtn,8,5,2,40.0,4,3,4,3,3.0,0.0,0,1273,1273,6,5,1,5,1456,0,0,1456,2,1,4,7,5.0,1,3,5.0,2003.0,3.0,2,400,3,3,2,0,0,0,0,0,5,2006,5.0,5,215000,0,0,2,0,3,3,163
852,75,3,53.0,7128,1,0,3,3,1,2,2,Crawfor,7,5,2,0.0,3,4,3,3,0.0,2.0,0,554,918,6,4,1,5,918,728,0,1646,4,1,3,7,5.0,2,4,4.0,1941.0,1.0,1,240,3,3,2,0,0,3,0,0,8,2007,5.0,5,164000,364,1092,2,0,66,57,126
853,80,3,73.0,12095,1,0,2,3,1,3,2,NAmes,6,6,2,115.0,3,4,3,3,3.0,2.0,0,563,1127,6,3,1,5,1445,0,0,1445,3,1,3,7,5.0,1,2,5.0,1964.0,2.0,2,645,3,3,2,0,0,3,0,0,8,2009,5.0,5,158000,564,1692,1,1,45,45,180
854,20,3,102.0,17920,1,0,3,3,1,2,2,Sawyer,5,4,2,0.0,3,3,3,3,1.0,4.0,1,372,1763,6,3,1,5,1779,0,0,1779,3,1,3,6,5.0,1,4,5.0,1955.0,1.0,2,454,3,3,2,0,0,0,0,0,7,2006,5.0,4,170000,1391,4173,2,1,51,32,730
855,20,3,71.0,6897,1,0,2,3,1,3,2,Sawyer,5,8,2,0.0,3,4,3,3,0.0,4.0,0,381,1040,6,5,1,5,1040,0,0,1040,3,1,3,6,5.0,0,0,4.0,1962.0,1.0,1,260,3,3,2,0,0,0,0,0,4,2010,5.0,5,127000,659,1977,2,1,48,0,104
856,80,3,70.0,10970,1,0,2,0,1,2,1,CollgCr,6,6,2,0.0,3,3,4,4,3.0,5.0,2,0,940,6,3,1,5,1026,0,0,1026,3,1,3,5,5.0,0,0,4.0,1981.0,1.0,2,576,3,2,2,0,0,3,0,0,10,2008,5.0,5,147000,940,3760,2,0,30,30,34
857,60,3,65.0,8125,1,0,3,3,1,2,2,Gilbert,6,5,2,0.0,3,3,4,3,0.0,0.0,0,702,702,6,4,1,5,702,779,0,1481,3,1,3,6,5.0,1,3,5.0,1994.0,3.0,2,343,3,3,2,0,0,0,0,0,3,2009,5.0,5,174000,0,0,2,1,15,14,36
858,20,3,80.0,10400,1,0,3,3,1,2,2,NWAmes,7,5,2,189.0,3,3,4,3,0.0,0.0,0,1090,1090,6,3,1,5,1370,0,0,1370,3,1,3,6,5.0,1,3,5.0,1976.0,2.0,2,479,3,3,2,0,0,3,0,0,6,2009,5.0,1,152000,0,0,2,0,33,33,0
859,60,3,80.0,11029,1,0,2,3,1,3,2,NWAmes,6,7,2,220.0,3,3,3,3,1.0,3.0,0,435,1054,6,3,1,5,1512,1142,0,2654,4,1,4,9,5.0,1,4,5.0,1968.0,1.0,2,619,3,3,2,0,0,0,0,0,8,2006,5.0,5,250000,619,1857,3,1,38,22,287
860,50,3,55.0,7642,1,0,3,3,1,3,2,Crawfor,7,8,2,0.0,4,3,3,3,0.0,0.0,0,912,912,6,4,1,5,912,514,0,1426,3,1,4,7,5.0,1,4,4.0,1925.0,1.0,1,216,3,3,2,0,0,4,0,0,6,2007,5.0,5,189950,0,0,1,1,89,9,240
861,190,3,75.0,11625,1,0,3,3,1,2,2,Sawyer,5,4,2,0.0,3,3,3,3,1.0,3.0,0,198,1039,6,5,1,5,1039,0,0,1039,3,1,3,6,5.0,0,0,5.0,1965.0,1.0,2,504,3,3,2,0,0,0,0,0,4,2010,5.0,5,131500,841,2523,2,1,45,45,0
862,20,3,81.0,9672,1,0,3,3,1,3,2,SawyerW,6,5,2,0.0,3,3,4,3,0.0,5.0,0,702,1040,6,3,1,5,1097,0,0,1097,3,1,3,6,5.0,0,0,5.0,1986.0,1.0,2,480,3,3,2,0,0,4,0,0,5,2010,5.0,5,152000,338,1352,2,0,26,25,0
863,20,3,70.0,7931,1,0,3,3,1,2,2,NAmes,5,5,2,0.0,3,3,3,3,0.0,3.0,0,0,1148,6,3,1,5,1148,0,0,1148,3,1,3,6,5.0,0,0,5.0,1959.0,1.0,1,672,3,3,2,0,0,4,0,0,7,2009,5.0,5,132500,1148,3444,2,0,50,50,0
864,20,4,72.0,8640,1,0,3,3,1,2,2,Somerst,7,5,2,0.0,4,3,5,3,0.0,0.0,0,1372,1372,6,5,1,5,1372,0,0,1372,3,1,4,6,5.0,0,0,5.0,2008.0,3.0,2,529,3,3,2,0,0,0,0,0,5,2008,4.0,0,250580,0,0,2,0,1,0,140
865,20,3,73.0,8750,1,0,2,3,1,2,2,NAmes,5,6,2,76.0,3,3,3,3,0.0,3.0,0,174,1002,6,3,1,5,1002,0,0,1002,3,1,3,5,5.0,0,0,4.0,1973.0,1.0,2,902,3,3,2,0,0,3,0,0,8,2009,5.0,5,148500,828,2484,2,0,39,39,0
866,20,3,67.0,10656,1,0,2,2,1,2,2,Timber,8,5,3,274.0,4,3,4,3,2.0,0.0,0,1638,1638,6,5,1,5,1646,0,0,1646,3,1,4,6,5.0,1,4,5.0,2007.0,2.0,3,870,3,3,2,0,0,0,0,0,11,2007,4.0,0,248900,0,0,2,0,1,0,272
867,20,3,85.0,6970,1,0,3,3,1,3,2,Sawyer,4,5,2,0.0,3,3,3,3,0.0,4.0,0,108,1040,6,3,1,5,1120,0,0,1120,3,1,2,5,5.0,0,0,5.0,1961.0,2.0,2,544,3,3,2,0,0,0,1,1,5,2007,5.0,5,129000,932,2796,2,1,46,46,168
868,60,3,65.0,14762,1,0,1,3,1,3,2,Gilbert,5,6,2,0.0,3,3,0,0,0.0,0.0,0,0,0,6,4,1,5,1547,720,53,2320,2,1,3,7,5.0,1,3,5.0,1979.0,1.0,2,672,3,3,1,0,0,0,0,0,5,2006,5.0,5,169000,0,0,2,0,58,56,264
869,60,3,80.0,9938,1,0,3,3,1,2,2,SawyerW,7,5,2,246.0,4,3,4,3,0.0,5.0,0,300,1050,6,5,1,5,1062,887,0,1949,3,1,4,8,5.0,1,3,5.0,1993.0,3.0,2,574,3,3,2,0,0,4,0,0,6,2010,5.0,5,236000,750,3000,3,1,17,16,246
870,20,3,60.0,6600,1,0,3,3,1,2,2,NAmes,5,5,2,0.0,3,3,3,3,0.0,0.0,0,894,894,6,4,0,5,894,0,0,894,2,1,3,5,5.0,0,0,4.0,1962.0,1.0,1,308,3,3,2,0,0,0,0,0,8,2009,5.0,5,109500,0,0,1,0,47,47,0
871,60,3,70.0,8750,1,0,3,3,1,2,2,CollgCr,6,5,2,116.0,3,3,4,3,0.0,5.0,0,299,804,6,5,1,5,804,878,0,1682,3,1,4,7,5.0,0,0,5.0,1998.0,2.0,2,523,3,3,2,0,0,0,0,0,6,2010,5.0,5,200500,505,2020,2,1,12,12,77
872,20,3,74.0,8892,1,0,3,3,1,3,2,NAmes,5,7,2,0.0,4,3,3,3,2.0,0.0,0,105,105,6,4,1,5,910,0,0,910,3,1,4,5,5.0,0,0,5.0,1953.0,1.0,2,414,3,3,2,0,0,2,0,0,10,2008,5.0,5,116000,0,0,1,0,55,12,346
873,40,3,60.0,12144,1,0,3,3,1,2,2,NAmes,5,7,2,0.0,4,3,3,3,0.0,2.0,0,457,832,6,4,1,5,1036,0,232,1268,3,1,3,6,5.0,1,4,5.0,1949.0,1.0,1,288,3,3,2,0,0,0,2,0,9,2009,5.0,5,133000,375,1125,1,0,60,59,28
874,50,2,52.0,5720,1,0,3,3,1,2,2,OldTown,5,6,2,0.0,3,3,3,3,0.0,0.0,0,676,676,6,5,1,5,676,455,0,1131,3,1,3,5,5.0,0,0,4.0,1941.0,1.0,1,200,3,3,2,0,0,0,0,0,8,2009,5.0,4,66500,0,0,1,1,68,59,26
875,60,4,75.0,9000,1,0,3,3,1,2,2,Somerst,8,5,2,0.0,4,3,4,3,2.0,5.0,0,1120,1184,6,5,1,5,1184,1426,0,2610,4,1,5,11,5.0,1,4,3.0,2007.0,3.0,2,550,3,3,2,0,0,0,0,0,8,2007,4.0,0,303477,64,256,2,1,0,0,572
876,20,3,94.0,25286,1,0,3,2,1,2,1,Mitchel,4,5,2,0.0,3,3,3,3,3.0,4.0,0,431,1064,6,4,1,5,1040,0,0,1040,3,1,3,5,5.0,0,0,5.0,1963.0,1.0,2,648,3,3,2,0,0,0,0,0,1,2007,5.0,5,132250,633,1899,2,0,44,44,0
877,60,3,74.0,8834,1,0,3,3,1,2,2,NridgHt,9,5,3,216.0,4,3,5,3,0.0,5.0,0,292,1462,6,5,1,5,1462,762,0,2224,4,1,5,10,5.0,1,4,5.0,2004.0,3.0,3,738,3,3,2,0,0,0,0,0,6,2009,5.0,5,350000,1170,5850,3,1,5,4,184
878,85,3,88.0,11782,1,0,2,3,1,2,2,Sawyer,5,7,2,0.0,3,3,3,3,2.0,4.0,0,210,1109,6,3,1,5,1155,0,0,1155,3,1,4,6,3.0,0,0,4.0,1987.0,1.0,2,576,3,3,2,0,0,3,1,1,6,2010,5.0,5,148000,899,2697,2,0,49,15,192
879,20,3,70.0,7000,1,0,2,3,1,4,2,CollgCr,5,8,2,90.0,4,4,3,3,0.0,4.0,0,218,864,6,5,1,5,864,0,0,864,3,1,3,6,5.0,0,0,5.0,1978.0,1.0,1,336,3,3,2,0,0,2,0,0,7,2009,5.0,5,136500,646,1938,2,0,31,4,0
880,20,3,60.0,7024,1,0,3,3,1,2,2,Edwards,5,5,2,0.0,3,3,5,4,0.0,4.0,0,110,1090,6,4,1,5,1090,0,0,1090,2,1,3,5,5.0,0,0,5.0,2005.0,3.0,2,450,3,3,2,0,0,0,0,0,6,2007,5.0,5,157000,980,4900,2,1,2,1,49
881,50,3,44.0,13758,1,0,2,3,1,4,2,Timber,7,5,2,117.0,4,4,4,3,1.0,1.0,0,254,1156,6,5,1,5,1187,530,0,1717,3,1,4,7,5.0,1,3,5.0,1990.0,2.0,2,400,3,3,2,0,0,0,0,0,4,2007,5.0,5,187500,902,3608,2,1,17,16,204
882,60,3,65.0,9636,1,0,2,3,1,3,2,Gilbert,6,5,2,0.0,3,3,4,3,0.0,0.0,0,808,808,6,4,1,5,808,785,0,1593,3,1,3,7,5.0,1,3,3.0,1993.0,2.0,2,389,3,3,2,0,0,3,0,0,12,2009,5.0,5,178000,0,0,2,1,17,16,382
883,75,3,60.0,6204,1,0,3,1,1,2,2,SWISU,4,5,2,0.0,4,3,3,2,0.0,0.0,0,795,795,6,3,0,5,954,795,481,2230,5,1,3,10,5.0,0,0,4.0,1997.0,1.0,1,440,3,4,2,0,0,0,0,0,3,2006,5.0,5,118500,0,0,2,0,94,56,188
884,20,3,65.0,7150,1,0,3,3,1,2,2,NAmes,5,5,2,60.0,3,3,3,3,0.0,3.0,0,460,892,6,3,1,5,892,0,0,892,3,1,3,5,5.0,0,0,5.0,1967.0,2.0,1,288,3,3,2,0,0,2,0,0,7,2009,5.0,5,100000,432,1296,1,0,42,42,0
885,120,4,50.0,5119,1,0,2,3,1,4,2,Somerst,9,5,2,60.0,4,3,5,3,2.0,5.0,0,460,1698,6,5,1,5,1709,0,0,1709,2,1,4,5,5.0,1,3,5.0,1999.0,3.0,2,506,3,3,2,0,0,0,0,0,1,2008,0.0,4,328900,1238,6190,3,0,9,8,162
886,90,3,70.0,8393,1,0,3,3,1,3,2,NAmes,5,5,2,122.0,3,3,3,3,0.0,1.0,0,1098,1626,6,5,1,5,1712,0,0,1712,4,2,3,8,5.0,0,0,5.0,2005.0,3.0,2,588,3,3,2,0,0,0,0,0,6,2006,5.0,1,145000,528,1584,2,0,47,1,326
887,50,3,59.0,16466,1,0,2,3,1,2,2,Edwards,5,7,2,0.0,3,4,3,3,0.0,0.0,0,816,816,6,3,1,5,872,521,0,1393,3,1,3,8,5.0,0,0,5.0,1955.0,1.0,1,300,3,3,2,0,0,0,0,0,4,2008,5.0,5,135500,0,0,1,1,53,53,386
888,20,3,95.0,15865,1,0,2,3,1,2,1,NAmes,8,6,2,0.0,4,4,3,4,3.0,4.0,1,1043,2217,6,5,1,5,2217,0,0,2217,4,1,4,8,5.0,1,3,5.0,1970.0,1.0,2,621,3,3,2,0,0,0,0,0,10,2007,5.0,5,268000,1174,3522,3,0,37,37,512
889,20,3,128.0,12160,1,0,3,3,1,2,2,NAmes,6,4,2,90.0,3,3,3,3,0.0,3.0,0,481,1505,6,5,1,5,1505,0,0,1505,2,1,3,6,5.0,1,3,5.0,1953.0,2.0,2,505,3,3,2,0,0,0,0,0,2,2009,5.0,5,149500,1024,3072,2,0,56,56,162
890,50,3,60.0,8064,1,0,3,3,1,3,2,NAmes,5,7,2,0.0,3,4,3,3,1.0,0.0,0,672,672,6,5,1,5,672,252,0,924,3,1,3,6,5.0,1,1,4.0,2003.0,1.0,2,576,3,3,2,0,0,3,1,2,7,2007,5.0,5,122900,0,0,1,0,58,1,0
891,60,3,70.0,11184,1,0,3,3,1,2,2,Sawyer,6,5,2,92.0,3,3,3,3,0.0,1.0,1,192,918,6,4,1,5,918,765,0,1683,3,1,3,7,5.0,1,3,5.0,1978.0,2.0,2,440,3,3,2,0,0,0,0,0,7,2009,5.0,5,172500,726,2178,2,1,31,31,243
892,20,3,70.0,8414,1,0,3,3,1,2,2,Sawyer,6,8,2,0.0,3,3,3,3,0.0,5.0,0,396,1059,6,3,1,5,1068,0,0,1068,3,1,3,6,5.0,0,0,5.0,1963.0,2.0,1,264,3,3,2,0,0,3,0,0,2,2006,5.0,5,154500,663,1989,1,1,43,3,192
893,20,3,71.0,13284,1,0,3,3,1,2,2,Sawyer,5,5,2,0.0,3,3,4,3,1.0,3.0,0,319,1383,6,3,1,5,1383,0,0,1383,3,1,3,6,5.0,1,4,5.0,1954.0,1.0,1,354,3,3,2,0,0,4,0,0,6,2008,5.0,5,165000,1064,4256,2,0,54,54,627
894,90,3,64.0,7018,1,0,3,1,1,2,2,SawyerW,5,5,2,0.0,3,3,0,0,0.0,0.0,0,0,0,6,3,1,5,1535,0,0,1535,4,2,3,8,5.0,0,0,5.0,1979.0,1.0,2,400,3,3,2,0,0,0,0,0,6,2009,5.0,2,118858,0,0,2,0,30,30,0
895,60,3,71.0,7056,1,0,3,3,1,2,2,NAmes,6,5,2,415.0,3,3,3,3,0.0,3.0,0,380,780,6,3,1,5,983,813,0,1796,4,1,3,8,5.0,1,3,5.0,1963.0,2.0,2,483,3,3,2,0,0,0,0,0,10,2008,5.0,5,140000,400,1200,2,1,45,45,50
896,30,2,50.0,8765,1,1,3,3,1,2,2,IDOTRR,4,6,2,0.0,3,3,3,3,0.0,4.0,0,666,951,6,5,0,5,951,0,0,951,2,1,3,6,5.0,0,0,4.0,1936.0,1.0,1,327,3,3,2,0,0,0,0,0,4,2006,5.0,4,106500,285,855,1,0,70,56,28
